TranslationKey,DomainKey,DisplayOrder,DisplayTitleZh,DisplayTitleEn,LegacyZhFile,CleanZhFile,LegacyEnFile,CleanEnFile,ChineseURL,EnglishURL
materia-medica-007,materia-medica,26,26 內經時空模型作為藥物總座標,26 The Inner Canon Spacetime Model as the Master Coordinate System for Materia Medica,src/content/docs/drug_concept/07-內經時空模型作為藥物總座標.md,src/content/docs/drug_concept/內經時空模型作為藥物總座標.md,src/content/docs/en/drug_concept/07-內經時空模型作為藥物總座標_英文.md,src/content/docs/en/drug_concept/內經時空模型作為藥物總座標_英文.md,/drug_concept/07-內經時空模型作為藥物總座標/,/en/drug_concept/07-內經時空模型作為藥物總座標/
materia-medica-008,materia-medica,27,27 朱進忠臨床用藥三十三視角,27 Zhu Jinzhong's Thirty-Three Clinical Perspectives on Drug Use,src/content/docs/drug_concept/08-朱進忠臨床用藥三十三視角.md,src/content/docs/drug_concept/朱進忠臨床用藥三十三視角.md,src/content/docs/en/drug_concept/08-朱進忠臨床用藥三十三視角_英文.md,src/content/docs/en/drug_concept/朱進忠臨床用藥三十三視角_英文.md,/drug_concept/08-朱進忠臨床用藥三十三視角/,/en/drug_concept/08-朱進忠臨床用藥三十三視角/
materia-medica-010,materia-medica,28,28 藥量辨證與經方劑量設計,28 Dose-Based Pattern Differentiation and Dosage Design in Classical Formulas,src/content/docs/drug_concept/10-藥量辨證與經方劑量設計.md,src/content/docs/drug_concept/藥量辨證與經方劑量設計.md,src/content/docs/en/drug_concept/10-藥量辨證與經方劑量設計_英文.md,src/content/docs/en/drug_concept/藥量辨證與經方劑量設計_英文.md,/drug_concept/10-藥量辨證與經方劑量設計/,/en/drug_concept/10-藥量辨證與經方劑量設計/
materia-medica-011,materia-medica,29,29 比例辨證與方中作用層位,29 Proportional Pattern Differentiation and Functional Layers within a Formula,src/content/docs/drug_concept/11-比例辨證與方中作用層位.md,src/content/docs/drug_concept/比例辨證與方中作用層位.md,src/content/docs/en/drug_concept/11-比例辨證與方中作用層位_英文.md,src/content/docs/en/drug_concept/比例辨證與方中作用層位_英文.md,/drug_concept/11-比例辨證與方中作用層位/,/en/drug_concept/11-比例辨證與方中作用層位/
materia-medica-030,materia-medica,30,30 醫家取舍與經典自洽判準,30 Choosing among Physicians and the Criterion of Classical Self-Consistency,src/content/docs/drug_concept/30-醫家取舍與經典自洽判準.md,src/content/docs/drug_concept/醫家取舍與經典自洽判準.md,src/content/docs/en/drug_concept/30-醫家取舍與經典自洽判準_英文.md,src/content/docs/en/drug_concept/醫家取舍與經典自洽判準_英文.md,/drug_concept/30-醫家取舍與經典自洽判準/,/en/drug_concept/30-醫家取舍與經典自洽判準/
acupuncture-001,acupuncture,01,01 穴位也許不是「點」：《針灸甲乙經》裡隱藏的相位控制圖,01 Acupoints May Not Be 'Points': A Hidden Phase-Control Map in the Zhenjiu Jiayi Jing,src/content/docs/acupuncture_concept/01-穴位也許不是點-針灸甲乙經裡隱藏的相位控制圖.md,src/content/docs/acupuncture_concept/穴位也許不是點-針灸甲乙經裡隱藏的相位控制圖.md,src/content/docs/en/acupuncture_concept/01-穴位也許不是點-針灸甲乙經裡隱藏的相位控制圖_英文.md,src/content/docs/en/acupuncture_concept/穴位也許不是點-針灸甲乙經裡隱藏的相位控制圖_英文.md,/acupuncture_concept/01-穴位也許不是點-針灸甲乙經裡隱藏的相位控制圖/,/en/acupuncture_concept/01-穴位也許不是點-針灸甲乙經裡隱藏的相位控制圖/
acupuncture-002,acupuncture,02,02 三條幾何語法，為什麼能回溯近九成《甲乙經》穴位主治？,02 Why Can Three Geometric Rules Recover Nearly 90% of Jiayi Jing Acupoint Indications?,src/content/docs/acupuncture_concept/02-三條幾何語法-為什麼能回溯近九成甲乙經穴位主治.md,src/content/docs/acupuncture_concept/三條幾何語法-為什麼能回溯近九成甲乙經穴位主治.md,src/content/docs/en/acupuncture_concept/02-三條幾何語法-為什麼能回溯近九成甲乙經穴位主治_英文.md,src/content/docs/en/acupuncture_concept/三條幾何語法-為什麼能回溯近九成甲乙經穴位主治_英文.md,/acupuncture_concept/02-三條幾何語法-為什麼能回溯近九成甲乙經穴位主治/,/en/acupuncture_concept/02-三條幾何語法-為什麼能回溯近九成甲乙經穴位主治/
acupuncture-003,acupuncture,03,03 一個腳上的穴，為什麼會治頭與咽喉？遠端取穴的幾何答案,03 Why Can a Point on the Foot Treat the Head and Throat? A Geometric Answer to Distal Point Selection,src/content/docs/acupuncture_concept/03-一個腳上的穴-為什麼會治頭與咽喉-遠端取穴的幾何答案.md,src/content/docs/acupuncture_concept/一個腳上的穴-為什麼會治頭與咽喉-遠端取穴的幾何答案.md,src/content/docs/en/acupuncture_concept/03-一個腳上的穴-為什麼會治頭與咽喉-遠端取穴的幾何答案_英文.md,src/content/docs/en/acupuncture_concept/一個腳上的穴-為什麼會治頭與咽喉-遠端取穴的幾何答案_英文.md,/acupuncture_concept/03-一個腳上的穴-為什麼會治頭與咽喉-遠端取穴的幾何答案/,/en/acupuncture_concept/03-一個腳上的穴-為什麼會治頭與咽喉-遠端取穴的幾何答案/
acupuncture-004,acupuncture,04,04 井、滎、輸、經、合不是五個古老名詞：它們可能是一套邊界控制棧,"04 Jing-Well, Ying-Spring, Shu-Stream, Jing-River, and He-Sea May Be a Boundary Control Stack",src/content/docs/acupuncture_concept/04-井滎輸經合不是五個古老名詞-它們可能是一套邊界控制棧.md,src/content/docs/acupuncture_concept/井滎輸經合不是五個古老名詞-它們可能是一套邊界控制棧.md,src/content/docs/en/acupuncture_concept/04-井滎輸經合不是五個古老名詞-它們可能是一套邊界控制棧_英文.md,src/content/docs/en/acupuncture_concept/井滎輸經合不是五個古老名詞-它們可能是一套邊界控制棧_英文.md,/acupuncture_concept/04-井滎輸經合不是五個古老名詞-它們可能是一套邊界控制棧/,/en/acupuncture_concept/04-井滎輸經合不是五個古老名詞-它們可能是一套邊界控制棧/
acupuncture-005,acupuncture,05,05 六氣真的寫在經絡相位上嗎？風、寒、濕、火窗口與一個意外的漏洞,"05 Are the Six Qi Really Written into Channel Phase? Wind, Cold, Dampness, Fire Windows—and an Unexpected Gap",src/content/docs/acupuncture_concept/05-六氣真的寫在經絡相位上嗎-風寒濕火窗口與一個意外漏洞.md,src/content/docs/acupuncture_concept/六氣真的寫在經絡相位上嗎-風寒濕火窗口與一個意外漏洞.md,src/content/docs/en/acupuncture_concept/05-六氣真的寫在經絡相位上嗎-風寒濕火窗口與一個意外漏洞_英文.md,src/content/docs/en/acupuncture_concept/六氣真的寫在經絡相位上嗎-風寒濕火窗口與一個意外漏洞_英文.md,/acupuncture_concept/05-六氣真的寫在經絡相位上嗎-風寒濕火窗口與一個意外漏洞/,/en/acupuncture_concept/05-六氣真的寫在經絡相位上嗎-風寒濕火窗口與一個意外漏洞/
acupuncture-006,acupuncture,06,06 風池為什麼叫「風池」？古人穴名可能不是詩意，而是壓縮碼,06 Why Is Fengchi Called 'Wind Pool'? Acupoint Names May Be Compressed Codes Rather Than Poetry,src/content/docs/acupuncture_concept/06-風池為什麼叫風池-古人穴名可能不是詩意而是壓縮碼.md,src/content/docs/acupuncture_concept/風池為什麼叫風池-古人穴名可能不是詩意而是壓縮碼.md,src/content/docs/en/acupuncture_concept/06-風池為什麼叫風池-古人穴名可能不是詩意而是壓縮碼_英文.md,src/content/docs/en/acupuncture_concept/風池為什麼叫風池-古人穴名可能不是詩意而是壓縮碼_英文.md,/acupuncture_concept/06-風池為什麼叫風池-古人穴名可能不是詩意而是壓縮碼/,/en/acupuncture_concept/06-風池為什麼叫風池-古人穴名可能不是詩意而是壓縮碼/
bianque-mirror-001,bianque-mirror,01,01 氣真的可以被測量嗎？《扁鵲鏡經》的第一把鑰匙,01 Can Qi Really Be Measured? The First Key to the Mirror Classic of Bian Que,src/content/docs/Mirror_Classic _of_Bian_Que/01-氣真的可以被測量嗎-扁鵲鏡經的第一把鑰匙.md,src/content/docs/Mirror_Classic _of_Bian_Que/氣真的可以被測量嗎-扁鵲鏡經的第一把鑰匙.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/01-氣真的可以被測量嗎-扁鵲鏡經的第一把鑰匙_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/氣真的可以被測量嗎-扁鵲鏡經的第一把鑰匙_英文.md,/mirror_classic-_of_bian_que/01-氣真的可以被測量嗎-扁鵲鏡經的第一把鑰匙/,/en/mirror_classic-_of_bian_que/01-氣真的可以被測量嗎-扁鵲鏡經的第一把鑰匙/
bianque-mirror-002,bianque-mirror,02,02 一呼一吸之間：什麼叫「平人一息」？,02 Between One Exhalation and One Inhalation: What Is One Baseline Breath?,src/content/docs/Mirror_Classic _of_Bian_Que/02-一呼一吸之間-什麼叫平人一息.md,src/content/docs/Mirror_Classic _of_Bian_Que/一呼一吸之間-什麼叫平人一息.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/02-一呼一吸之間-什麼叫平人一息_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/一呼一吸之間-什麼叫平人一息_英文.md,/mirror_classic-_of_bian_que/02-一呼一吸之間-什麼叫平人一息/,/en/mirror_classic-_of_bian_que/02-一呼一吸之間-什麼叫平人一息/
bianque-mirror-003,bianque-mirror,03,03 一息脈五動、氣行六寸：古人怎樣把氣化變成數字？,"03 Five Pulse Movements in One Breath, Qi Traveling Six Cun: Turning Qi Transformation into Numbers",src/content/docs/Mirror_Classic _of_Bian_Que/03-一息脈五動氣行六寸-古人怎樣把氣化變成數字.md,src/content/docs/Mirror_Classic _of_Bian_Que/一息脈五動氣行六寸-古人怎樣把氣化變成數字.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/03-一息脈五動氣行六寸-古人怎樣把氣化變成數字_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/一息脈五動氣行六寸-古人怎樣把氣化變成數字_英文.md,/mirror_classic-_of_bian_que/03-一息脈五動氣行六寸-古人怎樣把氣化變成數字/,/en/mirror_classic-_of_bian_que/03-一息脈五動氣行六寸-古人怎樣把氣化變成數字/
bianque-mirror-004,bianque-mirror,04,04 「寸」不是公分：骨度如何成為人體自己的尺？,04 A Cun Is Not a Centimeter: Bone Measure as the Body’s Own Ruler,src/content/docs/Mirror_Classic _of_Bian_Que/04-寸不是公分-骨度如何成為人體自己的尺.md,src/content/docs/Mirror_Classic _of_Bian_Que/寸不是公分-骨度如何成為人體自己的尺.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/04-寸不是公分-骨度如何成為人體自己的尺_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/寸不是公分-骨度如何成為人體自己的尺_英文.md,/mirror_classic-_of_bian_que/04-寸不是公分-骨度如何成為人體自己的尺/,/en/mirror_classic-_of_bian_que/04-寸不是公分-骨度如何成為人體自己的尺/
bianque-mirror-005,bianque-mirror,05,05 從六寸到二十二丈三尺六寸：氣如何走完人體一周？,"05 From Six Cun to Twenty-Two Zhang, Three Chi, Six Cun: How Qi Completes One Circuit",src/content/docs/Mirror_Classic _of_Bian_Que/05-從六寸到二十二丈三尺六寸-氣如何走完人體一周.md,src/content/docs/Mirror_Classic _of_Bian_Que/從六寸到二十二丈三尺六寸-氣如何走完人體一周.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/05-從六寸到二十二丈三尺六寸-氣如何走完人體一周_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/從六寸到二十二丈三尺六寸-氣如何走完人體一周_英文.md,/mirror_classic-_of_bian_que/05-從六寸到二十二丈三尺六寸-氣如何走完人體一周/,/en/mirror_classic-_of_bian_que/05-從六寸到二十二丈三尺六寸-氣如何走完人體一周/
bianque-mirror-006,bianque-mirror,06,06 人體為什麼要和一天對時？十二辰、百刻與五十營,"06 Why Must the Body Keep Time with the Day? Twelve Double-Hours, One Hundred Ke, and Fifty Ying Circuits",src/content/docs/Mirror_Classic _of_Bian_Que/06-人體為什麼要和一天對時-十二辰百刻與五十營.md,src/content/docs/Mirror_Classic _of_Bian_Que/人體為什麼要和一天對時-十二辰百刻與五十營.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/06-人體為什麼要和一天對時-十二辰百刻與五十營_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/人體為什麼要和一天對時-十二辰百刻與五十營_英文.md,/mirror_classic-_of_bian_que/06-人體為什麼要和一天對時-十二辰百刻與五十營/,/en/mirror_classic-_of_bian_que/06-人體為什麼要和一天對時-十二辰百刻與五十營/
bianque-mirror-007,bianque-mirror,07,07 脈為什麼有快慢長短？一動一寸五分的意義,"07 Why Can the Pulse Be Fast or Slow, Long or Short? The Meaning of One Cun Five Fen per Movement",src/content/docs/Mirror_Classic _of_Bian_Que/07-脈為什麼有快慢長短-一動一寸五分的意義.md,src/content/docs/Mirror_Classic _of_Bian_Que/脈為什麼有快慢長短-一動一寸五分的意義.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/07-脈為什麼有快慢長短-一動一寸五分的意義_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/脈為什麼有快慢長短-一動一寸五分的意義_英文.md,/mirror_classic-_of_bian_que/07-脈為什麼有快慢長短-一動一寸五分的意義/,/en/mirror_classic-_of_bian_que/07-脈為什麼有快慢長短-一動一寸五分的意義/
bianque-mirror-008,bianque-mirror,08,08 音、息、脈其實是同一件事的不同投影,"08 Tone, Breath, and Pulse Are Different Projections of the Same Process",src/content/docs/Mirror_Classic _of_Bian_Que/08-音息脈其實是同一件事的不同投影.md,src/content/docs/Mirror_Classic _of_Bian_Que/音息脈其實是同一件事的不同投影.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/08-音息脈其實是同一件事的不同投影_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/音息脈其實是同一件事的不同投影_英文.md,/mirror_classic-_of_bian_que/08-音息脈其實是同一件事的不同投影/,/en/mirror_classic-_of_bian_que/08-音息脈其實是同一件事的不同投影/
bianque-mirror-009,bianque-mirror,09,09 人為什麼有自己的「稟音」？,09 Why Does Each Person Have an Inherited Tone?,src/content/docs/Mirror_Classic _of_Bian_Que/09-人為什麼有自己的稟音.md,src/content/docs/Mirror_Classic _of_Bian_Que/人為什麼有自己的稟音.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/09-人為什麼有自己的稟音_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/人為什麼有自己的稟音_英文.md,/mirror_classic-_of_bian_que/09-人為什麼有自己的稟音/,/en/mirror_classic-_of_bian_que/09-人為什麼有自己的稟音/
bianque-mirror-010,bianque-mirror,10,10 甬、宮、商、角、徵、羽、穌：人體聲音的七層尺度,"10 Yong, Gong, Shang, Jue, Zhi, Yu, and Su: Seven Scales of Human Tone",src/content/docs/Mirror_Classic _of_Bian_Que/10-甬宮商角徵羽穌-人體聲音的七層尺度.md,src/content/docs/Mirror_Classic _of_Bian_Que/甬宮商角徵羽穌-人體聲音的七層尺度.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/10-甬宮商角徵羽穌-人體聲音的七層尺度_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/甬宮商角徵羽穌-人體聲音的七層尺度_英文.md,/mirror_classic-_of_bian_que/10-甬宮商角徵羽穌-人體聲音的七層尺度/,/en/mirror_classic-_of_bian_que/10-甬宮商角徵羽穌-人體聲音的七層尺度/
bianque-mirror-011,bianque-mirror,11,11 一音十分：正、少、眾、開、判、質、虞、加、太、上,"11 Ten Degrees of One Tone: Zheng, Shao, Zhong, Kai, Pan, Zhi, Yu, Jia, Tai, Shang",src/content/docs/Mirror_Classic _of_Bian_Que/11-一音十分-正少眾開判質虞加太上.md,src/content/docs/Mirror_Classic _of_Bian_Que/一音十分-正少眾開判質虞加太上.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/11-一音十分-正少眾開判質虞加太上_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/一音十分-正少眾開判質虞加太上_英文.md,/mirror_classic-_of_bian_que/11-一音十分-正少眾開判質虞加太上/,/en/mirror_classic-_of_bian_que/11-一音十分-正少眾開判質虞加太上/
bianque-mirror-012,bianque-mirror,12,12 古人的音高不是高低而已：十分度究竟在量什麼？,12 Ancient ‘Pitch’ Was More Than High and Low: What Do the Ten Degrees Measure?,src/content/docs/Mirror_Classic _of_Bian_Que/12-古人的音高不是高低而已-十分度在量什麼.md,src/content/docs/Mirror_Classic _of_Bian_Que/古人的音高不是高低而已-十分度在量什麼.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/12-古人的音高不是高低而已-十分度在量什麼_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/古人的音高不是高低而已-十分度在量什麼_英文.md,/mirror_classic-_of_bian_que/12-古人的音高不是高低而已-十分度在量什麼/,/en/mirror_classic-_of_bian_que/12-古人的音高不是高低而已-十分度在量什麼/
bianque-mirror-013,bianque-mirror,13,13 安、孚、躬、彁、執、淩、解、變、隨、盉從哪裡來？,"13 Where Do An, Fu, Gong, Ge, Zhi, Ling, Jie, Bian, Sui, and He Come From?",src/content/docs/Mirror_Classic _of_Bian_Que/13-安孚躬彁執淩解變隨盉從哪裡來.md,src/content/docs/Mirror_Classic _of_Bian_Que/安孚躬彁執淩解變隨盉從哪裡來.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/13-安孚躬彁執淩解變隨盉從哪裡來_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/安孚躬彁執淩解變隨盉從哪裡來_英文.md,/mirror_classic-_of_bian_que/13-安孚躬彁執淩解變隨盉從哪裡來/,/en/mirror_classic-_of_bian_que/13-安孚躬彁執淩解變隨盉從哪裡來/
bianque-mirror-014,bianque-mirror,14,14 為什麼同一個「安」還要分左右？,14 Why Must the Same ‘An’ Still Be Distinguished by Left and Right?,src/content/docs/Mirror_Classic _of_Bian_Que/14-為什麼同一個安還要分左右.md,src/content/docs/Mirror_Classic _of_Bian_Que/為什麼同一個安還要分左右.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/14-為什麼同一個安還要分左右_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/為什麼同一個安還要分左右_英文.md,/mirror_classic-_of_bian_que/14-為什麼同一個安還要分左右/,/en/mirror_classic-_of_bian_que/14-為什麼同一個安還要分左右/
bianque-mirror-015,bianque-mirror,15,15 從十音到兩千一百音：為什麼《鏡經》需要這麼大的狀態空間？,15 From Ten Tones to Two Thousand One Hundred: Why Does the Mirror Classic Need Such a Large State Space?,src/content/docs/Mirror_Classic _of_Bian_Que/15-從十音到兩千一百音-為什麼需要這麼大的狀態空間.md,src/content/docs/Mirror_Classic _of_Bian_Que/從十音到兩千一百音-為什麼需要這麼大的狀態空間.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/15-從十音到兩千一百音-為什麼需要這麼大的狀態空間_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/從十音到兩千一百音-為什麼需要這麼大的狀態空間_英文.md,/mirror_classic-_of_bian_que/15-從十音到兩千一百音-為什麼需要這麼大的狀態空間/,/en/mirror_classic-_of_bian_que/15-從十音到兩千一百音-為什麼需要這麼大的狀態空間/
bianque-mirror-016,bianque-mirror,16,16 六十首到底是什麼？它不是六十首音樂,16 What Exactly Are the Sixty Shou? They Are Not Sixty Pieces of Music,src/content/docs/Mirror_Classic _of_Bian_Que/16-六十首到底是什麼-它不是六十首音樂.md,src/content/docs/Mirror_Classic _of_Bian_Que/六十首到底是什麼-它不是六十首音樂.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/16-六十首到底是什麼-它不是六十首音樂_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/六十首到底是什麼-它不是六十首音樂_英文.md,/mirror_classic-_of_bian_que/16-六十首到底是什麼-它不是六十首音樂/,/en/mirror_classic-_of_bian_que/16-六十首到底是什麼-它不是六十首音樂/
bianque-mirror-017,bianque-mirror,17,17 十二律為什麼會進入人體？六經與十二律的配對,17 Why Do the Twelve Lü Enter the Human Body? Pairing the Six Channels with the Twelve Lü,src/content/docs/Mirror_Classic _of_Bian_Que/17-十二律為什麼會進入人體-六經與十二律的配對.md,src/content/docs/Mirror_Classic _of_Bian_Que/十二律為什麼會進入人體-六經與十二律的配對.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/17-十二律為什麼會進入人體-六經與十二律的配對_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/十二律為什麼會進入人體-六經與十二律的配對_英文.md,/mirror_classic-_of_bian_que/17-十二律為什麼會進入人體-六經與十二律的配對/,/en/mirror_classic-_of_bian_que/17-十二律為什麼會進入人體-六經與十二律的配對/
bianque-mirror-018,bianque-mirror,18,18 六經不是六條線：經緯、樞持與四維,"18 The Six Channels Are Not Six Lines: Warp and Weft, Pivot and Sustaining, and the Four Dimensions",src/content/docs/Mirror_Classic _of_Bian_Que/18-六經不是六條線-經緯樞持與四維.md,src/content/docs/Mirror_Classic _of_Bian_Que/六經不是六條線-經緯樞持與四維.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/18-六經不是六條線-經緯樞持與四維_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/六經不是六條線-經緯樞持與四維_英文.md,/mirror_classic-_of_bian_que/18-六經不是六條線-經緯樞持與四維/,/en/mirror_classic-_of_bian_que/18-六經不是六條線-經緯樞持與四維/
bianque-mirror-019,bianque-mirror,19,19 十二律如何變成七十二舍？,19 How Do the Twelve Lü Become the Seventy-Two She?,src/content/docs/Mirror_Classic _of_Bian_Que/19-十二律如何變成七十二舍.md,src/content/docs/Mirror_Classic _of_Bian_Que/十二律如何變成七十二舍.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/19-十二律如何變成七十二舍_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/十二律如何變成七十二舍_英文.md,/mirror_classic-_of_bian_que/19-十二律如何變成七十二舍/,/en/mirror_classic-_of_bian_que/19-十二律如何變成七十二舍/
bianque-mirror-020,bianque-mirror,20,20 順六十首與逆六十首：氣化不是靜態表格，而是一條路徑,"20 Forward and Reverse Sixty Shou: Qi Transformation Is a Path, Not a Static Table",src/content/docs/Mirror_Classic _of_Bian_Que/20-順六十首與逆六十首-氣化不是靜態表格.md,src/content/docs/Mirror_Classic _of_Bian_Que/順六十首與逆六十首-氣化不是靜態表格.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/20-順六十首與逆六十首-氣化不是靜態表格_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/順六十首與逆六十首-氣化不是靜態表格_英文.md,/mirror_classic-_of_bian_que/20-順六十首與逆六十首-氣化不是靜態表格/,/en/mirror_classic-_of_bian_que/20-順六十首與逆六十首-氣化不是靜態表格/
bianque-mirror-021,bianque-mirror,21,21 「首」到底是什麼？為什麼診斷一定要先立首？,21 What Is Shou? Why Must Diagnosis First Establish a Starting State?,src/content/docs/Mirror_Classic _of_Bian_Que/21-首到底是什麼-為什麼診斷一定要先立首.md,src/content/docs/Mirror_Classic _of_Bian_Que/首到底是什麼-為什麼診斷一定要先立首.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/21-首到底是什麼-為什麼診斷一定要先立首_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/首到底是什麼-為什麼診斷一定要先立首_英文.md,/mirror_classic-_of_bian_que/21-首到底是什麼-為什麼診斷一定要先立首/,/en/mirror_classic-_of_bian_que/21-首到底是什麼-為什麼診斷一定要先立首/
bianque-mirror-022,bianque-mirror,22,22 首與舍：從一個狀態碼推出氣往哪裡走,22 Shou and She: From a State Code to Where Qi Goes,src/content/docs/Mirror_Classic _of_Bian_Que/22-首與舍-從一個狀態碼推出氣往哪裡走.md,src/content/docs/Mirror_Classic _of_Bian_Que/首與舍-從一個狀態碼推出氣往哪裡走.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/22-首與舍-從一個狀態碼推出氣往哪裡走_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/首與舍-從一個狀態碼推出氣往哪裡走_英文.md,/mirror_classic-_of_bian_que/22-首與舍-從一個狀態碼推出氣往哪裡走/,/en/mirror_classic-_of_bian_que/22-首與舍-從一個狀態碼推出氣往哪裡走/
bianque-mirror-023,bianque-mirror,23,23 走路為什麼是右手配左腳？《鏡經》的交叉經絡觀,23 Why Does the Right Hand Pair with the Left Foot in Walking? The Mirror Classic’s Cross-Channel View,src/content/docs/Mirror_Classic _of_Bian_Que/23-走路為什麼是右手配左腳-鏡經的交叉經絡觀.md,src/content/docs/Mirror_Classic _of_Bian_Que/走路為什麼是右手配左腳-鏡經的交叉經絡觀.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/23-走路為什麼是右手配左腳-鏡經的交叉經絡觀_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/走路為什麼是右手配左腳-鏡經的交叉經絡觀_英文.md,/mirror_classic-_of_bian_que/23-走路為什麼是右手配左腳-鏡經的交叉經絡觀/,/en/mirror_classic-_of_bian_que/23-走路為什麼是右手配左腳-鏡經的交叉經絡觀/
bianque-mirror-024,bianque-mirror,24,24 溪、谷、節、舍：氣到底在哪裡交換？,"24 Streams, Valleys, Joints, and She: Where Does Qi Actually Meet?",src/content/docs/Mirror_Classic _of_Bian_Que/24-溪谷節舍-氣到底在哪裡交換.md,src/content/docs/Mirror_Classic _of_Bian_Que/溪谷節舍-氣到底在哪裡交換.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/24-溪谷節舍-氣到底在哪裡交換_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/溪谷節舍-氣到底在哪裡交換_英文.md,/mirror_classic-_of_bian_que/24-溪谷節舍-氣到底在哪裡交換/,/en/mirror_classic-_of_bian_que/24-溪谷節舍-氣到底在哪裡交換/
bianque-mirror-025,bianque-mirror,25,25 謙、歸、藏、生、動、長、育、止、壴：九氣是一條生命循環,"25 Qian, Gui, Cang, Sheng, Dong, Zhang, Yu, Zhi, Zhuang: The Nine Qi as a Life Cycle",src/content/docs/Mirror_Classic _of_Bian_Que/25-謙歸藏生動長育止壴-九氣是一條生命循環.md,src/content/docs/Mirror_Classic _of_Bian_Que/謙歸藏生動長育止壴-九氣是一條生命循環.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/25-謙歸藏生動長育止壴-九氣是一條生命循環_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/謙歸藏生動長育止壴-九氣是一條生命循環_英文.md,/mirror_classic-_of_bian_que/25-謙歸藏生動長育止壴-九氣是一條生命循環/,/en/mirror_classic-_of_bian_que/25-謙歸藏生動長育止壴-九氣是一條生命循環/
bianque-mirror-026,bianque-mirror,26,26 專、勝、兼、並、通、和：氣與氣相遇的六種基本關係,"26 Zhuan, Sheng, Jian, Bing, Tong, He: Six Basic Relations When Qi Meets Qi",src/content/docs/Mirror_Classic _of_Bian_Que/26-專勝兼並通和-氣與氣相遇的六種基本關係.md,src/content/docs/Mirror_Classic _of_Bian_Que/專勝兼並通和-氣與氣相遇的六種基本關係.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/26-專勝兼並通和-氣與氣相遇的六種基本關係_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/專勝兼並通和-氣與氣相遇的六種基本關係_英文.md,/mirror_classic-_of_bian_que/26-專勝兼並通和-氣與氣相遇的六種基本關係/,/en/mirror_classic-_of_bian_que/26-專勝兼並通和-氣與氣相遇的六種基本關係/
